nid,title,status,created,changed,description,description_format,short_description,date_value,date_end_value,date_duration,date_rrule,video_media_id,speaker_nids,rsvp_uri,rsvp_title,accent_color,social_card_uri,event_mode,location
39,"SFDUG - October 8, 2020 - Solr in Drupal 8/9: a real live example",1,1600844400,1767511371,"<div class=""node-content"">




<p>Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>General Agenda:<br/>
* 3:30 - 4:00 pm: Networking and socializing (Sponsor - Kanopi Studios)<br/>
* 4:00 - 4:15 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 4:15 - 5:15 pm: Presentation: Taking Maximum Advantage of Drupal Core's Composer Template with Mike Anello from Drupal Easy<br/>
* 5:15 - 5:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Presentation: Taking Maximum Advantage of Drupal Core's Composer Template<br/>
If you're looking to build a modern Drupal 8 or 9 site, then you're probably going to want to use the Drupal core Composer ""recommended-project"" template. Debuting with Drupal 8.8, this modern, (officially) community-supported Composer template gets your project off on the right foot.</p>
<p>This session will both deconstruct and provide examples, tips, and tricks for making the most of the drupal/recommended-project template. We will compare and contrast it with the ""Drupal Composer / Drupal Project"" template, and introduce some additional dependencies to help manage your project's codebase effectively.</p>
<p>About the speaker:<br/>
Michael Anello (@ultimike) is co-founder and vice president of DrupalEasy, a Drupal training and consulting firm based in Central Florida. Mike has been one of the main organizers of the Florida Drupal Users' Group and Florida DrupalCamps for over ten years, is a member of the Drupal Community Working Group, and also helps manage the Drupal Association's Community Cultivation Grants program.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: OnLine<br/>
Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>

</div>",full_html,,1602203400,1602208800,90,,29,,,,,,online,
40,"SFDUG - Sept 24 - Taking Maximum Advantage of Drupal Core's Composer Template",1,1598511600,1767511371,"<div class=""node-content"">




<p>Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>General Agenda:<br/>
* 5:30 - 6:00 pm: Networking and socializing (Sponsor - Kanopi Studios)<br/>
* 6:00 - 6:15 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 6:15 - 7:15 pm: Presentation: Best practices for Integrating components with Drupal with Mario Hernandez, Head of Learning at Mediacurrent<br/>
* 7:15 - 7:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Best practices for Integrating components with Drupal<br/>
Building reusable components in a design system such as Pattern Lab is only half the job. The second half is to seamlessly integrate those components with Drupal. There are several approaches to accomplishing this in a Drupal 8 website, in this short workshop I will walk you through integrating components using the Presenter Template approach while adhering to Drupal's best practices for caching, render arrays and performance. We will make use of Twig's template suggestions, ensure our components provide mechanisms for leveraging Drupal's attributes, title_prefix, and title_suffix. By the end of this workshop, you will have a component fully integrated and rendered in Drupal with a single source of truth for markup, styles, and JavaScript, all coming from Pattern Lab.</p>
<p>About the speaker:<br/>
Mario is the Head of Learning at Mediacurrent with over 10 years of Drupal and Front-End experience.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: OnLine<br/>
Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>
<a name=""signup""></a>
</div>",full_html,,1600986600,1600992000,90,,30,,,,,,online,
41,"SFDUG - Sept 10, 2020 - Best practices for Integrating components with Drupal",1,1597647600,1767511371,"<div class=""node-content"">




<p>Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>General Agenda:<br/>
* 3:30 - 3:45 pm: Networking and socializing<br/>
* 3:45 - 4:00 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 4:00 - 5:30 pm: Live Captioning: Make your next event accessible for everyone<br/>
* 5:00 - 5:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Presentation: Live Captioning: Make your next event accessible for everyone<br/>
Live Captioning makes events more accessible for people with disabilities using voice to text. It helps reach an even wider audience once the event is over by providing transcripts for videos and SEO (Search Engine Optimization) value for event sites.</p>
<p>Voice to text technology continues to improve every year. We are now able to share our thoughts in real-time with an entire room of people using tools that capture speech into text. But did you know that live captions have benefits in addition to accessibility that allows you to reach an even wider audience?</p>
<p>The Live Captioning Initiative, first and foremost, helps hearing-impaired individuals follow along and participate at events in real-time. However, live captioning also benefits multicultural audiences whose first language is different from the language being spoken or comprehend written word better. It helps people understand speakers with different voices and accents in many group situations and helps make your event more accessible by enabling access for people with hidden disabilities.</p>
<p>About the speakers:<br/>
Andrew Olsen<br/>
Qymana Botts</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a><br/>
Subscribe to us on Youtube: <a href=""https://bit.ly/SFDUG-youtube"" title=""https://bit.ly/SFDUG-youtube"">https://bit.ly/SFDUG-youtube</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>
<a name=""signup""></a> </div>",full_html,,1599784200,1599789600,90,,27,,,,,,online,
42,"SFDUG - Aug 27 - Live Captioning: Make your next event accessible for everyone",1,1597388400,1597388400,"<div class=""node-content"">



<p>Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>General Agenda:<br/>
* 3:30 - 3:45 pm: Networking and socializing<br/>
* 3:45 - 4:00 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 4:00 - 4:30 pm: Presentation: Solr in Drupal 8/9: A real live example with Karim Boudjema, Backend Drupal Developer<br/>
* 4:30 - 5:00 pm: Presentation: TBA<br/>
* 5:00 - 5:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Presentation: Solr in Drupal 8/9: A real live example</p>
<p>In this session we will talk about how we used Apache Solr as a search and views backend in a real live example: videodrupal.org, a new community website with more than 6000 Drupal videos that aims to be a central point to quickly find Drupal videos and help new comers or advanced Drupal users to learn Drupal smoothly and effortlessly.</p>
<p>About the speaker:<br/>
Karim Boudjema has been a Drupal backend developer for more than 10 years.<br/>
Most of his work has been focused on the media industry, he has developed large Drupal websites such as major newspapers sites or marketplaces with hundreds of thousands of nodes and millions of visitors each month.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a><br/>
Subscribe to our youtube channel: <a href=""https://bit.ly/SFDUG-youtube"" title=""https://bit.ly/SFDUG-youtube"">https://bit.ly/SFDUG-youtube</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>
<p><a href=""https://www.drupal.org/project/sfdug/issues/3161277"" title=""https://www.drupal.org/project/sfdug/issues/3161277"">https://www.drupal.org/project/sfdug/issues/3161277</a></p>

</div>",full_html,,1598567400,1598572800,90,,28,,,,,,online,
43,"SFDUG - Date TBD - Solr in Drupal 8/9: A real live example",1,1595574000,1767511371,"<div class=""node-content"">




<p>Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>General Agenda:<br/>
* 5:30 - 6:00 pm: Networking and socializing (Sponsor - Kanopi Studios)<br/>
* 6:00 - 6:15 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 6:15 - 7:15 pm: Presentation: Static Analysis for your Drupal modules with CI with Hussain Abbas<br/>
* 7:15 - 7:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Static Analysis for your Drupal modules with CI<br/>
Do you read your code before running to make sure it would work? Do you see if that variable was initialized, or if you included a return statement? Do you also see if the code follows Drupal coding standard? If you answered yes to any of the above, you are statically analyzing your code in your head.</p>
<p>But your brain doesn’t scale, nor are you capable of checking hundreds of lines of code with every commit. Use your brain for better things and leave static analysis to tools designed for that purpose.</p>
<p>You might have used PAReview for your Drupal modules to verify that your code is clean and follows coding standards. It is easy to forget to run it before each commit. Do yourself and the poor soul who has to review your merge request a favor and automate!</p>
<p>About the speaker:<br/>
Hussain Abbas has been working with Drupal for about a decade and contributing for about 7 years. He has had the privilege of traveling to several Drupal events worldwide and speaking at almost all of them. His day job is mostly supporting his team via mentorship or management, but often gets into code writing an occasional Drupal module, developer tools, integrations, or just about anything where he can write code.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: OnLine<br/>
Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>
<p><a href=""https://www.drupal.org/project/sfdug/issues/3155239"" title=""https://www.drupal.org/project/sfdug/issues/3155239"">https://www.drupal.org/project/sfdug/issues/3155239</a></p>

</div>",full_html,,,,,,,,,,,,online,
44,"SFDUG - August 13, 2020 - Static Analysis for your Drupal modules with CI",1,1594623600,1767511371,"<div class=""node-content"">




<p>Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>General Agenda:<br/>
* 3:30 - 3:45 pm: Networking and socializing<br/>
* 3:45 - 4:00 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 4:00 - 5:00 pm: Presentation: Getting Started With Layout Builder for Drupal 8 with Danny Englander from Kanopi Studios<br/>
* 5:15 - 5:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Presentation: Getting Started With Layout Builder for Drupal 8</p>
<p>This presentation will cover the basics of getting started with layout Builder. I will cover how to get up and running and the basics of setting up a content type for Layout Builder. I will also delve into the Layout Builder Styles module and how it can really help with theming a Layout Builder page. I will also cover how to do an override and how configuration works for all this.</p>
<p>About the speaker:<br/>
Danny Englander is a Drupal Developer with a perpetual passion to learn something new every day. He has been developing web sites as a career since 1996.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!<br/>
RSVP: <a href=""https://www.meetup.com/SFDUG-San-Francisco-Drupal-Users-group/events/271012488/"" title=""https://www.meetup.com/SFDUG-San-Francisco-Drupal-Users-group/events/271012488/"">https://www.meetup.com/SFDUG-San-Francisco-Drupal-Users-group/events/271...</a></p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>

</div>",full_html,,1597365000,1597370400,90,,26,,,,,,online,
45,"SFDUG - July 23 - Getting Started With Layout Builder for Drupal 8",1,1593154800,1767511371,"<div class=""node-content"">




<p>Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>General Agenda:<br/>
* 5:30 -6:00 pm: Networking and socializing (Food sponsor - Kanopi Studios)<br/>
* 6:00 - 6:15 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 6:15 - 7:15 pm: Presentation: Customizing Contests with Voting API with Elissa Thomas of Oomph, Inc.<br/>
* 7:15 - 7:30 pm: Wrap up, more hanging out and chatting up Drupal<br/>
* 7:30 - Head to the local watering hole, Wooden Nickel at 1900 Folsom St.</p>
<p>Customizing Contests with Voting API<br/>
A deep dive technical talk covering a case study for a client who needed to launch a web contest with online voting. The Voting API module provided the framework, but a lot of customization was required to fulfill the requirements.</p>
<p>About the speaker:<br/>
Elissa Thomas is a Drupal Engineer at Oomph, Inc.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>
<p><a href=""https://www.drupal.org/project/sfdug/issues/3113723"" title=""https://www.drupal.org/project/sfdug/issues/3113723"">https://www.drupal.org/project/sfdug/issues/3113723</a></p>

</div>",full_html,,1595543400,1595548800,90,,,,,,,,online,
46,"SFDUG - July 9, 2020 - Customizing Contests with Voting API",1,1592204400,1767511371,"<div class=""node-content"">




<p>Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>General Agenda:<br/>
* 3:30 - 3:45 pm: Networking and socializing<br/>
* 3:45 - 4:00 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 4:00 - 4:30 pm: Presentation: Lando + Drupal Contributions with Geoff St. Pierre from Tandem (Lando)<br/>
* 4:30 - 5:00 pm: Presentation: LLC, Corporation or Sole Prop/Partnership with Gabe Levine, Attorney and Principal at Matchstick Legal<br/>
* 5:15 - 5:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>4:00 Presentation: Lando + Drupal Contributions<br/>
Leverage the power of Lando to quickly spin up a contribution environment, test or make patches, and tear it down to start over on a new issue or patch. Leverage Lando tooling to make these things as automatic and painless as possible.</p>
<p>About the speaker:<br/>
Geoff St. Pierre from Tandem (Lando) is a maintainer for Lando, Backdrop, and the Backdrop Drush extension.</p>
<p>4:30 Presentation: LLC, Corporation or Sole Prop/Partnership<br/>
In this 30-minute session, Gabe will outline the basic differences between the various business entity forms and the pluses and minuses of each, including touching on tax considerations and administrative burden. He'll also discuss the importance of certain provisions to include in agreements between business owners (i.e., partnership, operating and shareholder agreements).</p>
<p>About the speaker:<br/>
Gabe is an Attorney and Principal at Matchstick Legal, a firm dedicated to serving creative and technical agencies and professionals. Gabe often speaks to industry groups about the importance of good contracts.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>

</div>",full_html,,1594341000,1594346400,90,,,,,,,,online,
47,"SFDUG - June 25 - Lando for Contrib / LLC, Corporation or Sole Prop/Partnership",1,1590735600,1767511371,"<div class=""node-content"">




<p>Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>General Agenda:<br/>
* 5:30 - 5:45 pm: Networking and socializing<br/>
* 5:45 - 6:00 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 6:00 - 7:00 pm: Presentation: Drupal 8 and 9 Migrations by Example with Mauricio Dinarte, Drupal and ReactJS developer<br/>
* 7:00 - 7:15 pm: Feeds-Migrate Update with Irina Zaks<br/>
* 7:15 - 7:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Presentation:<br/>
Drupal 8 and 9 Migrations by Example<br/>
Starting with Drupal 8, the Migrate API makes it possible to write and execute migrations without having to write PHP code. It is also possible to execute them from the Drupal administration interface if the command line is not available or you prefer not to use it.</p>
<p>This session will explain the Migrate API and many of its concepts like source, process, and destination plugins from a site builder perspective. Subfields, constants, pesude-fields, the process pipeline will also be explained. You will also learn about the migrate ecosystem to be aware of what tools are at your disposal. The examples include migrating from CSV and JSON files to populate different field types like taxonomy, date, image, file, and address.</p>
<p>=&gt; Learning Objectives<br/>
* Learn to run migrations from the user interface.<br/>
* Understand different Migrate API concepts.<br/>
* Import data from CSV and JSON files.<br/>
* Transform the data to populate taxonomy, date, image, file, and address fields.</p>
<p>=&gt; Target Audience<br/>
People who want to learn about the workflow and thought process to migrate data into Drupal 8/9. Site builders will learn how to perform migrations. Project managers will understand the complexity of these tasks for better estimation.<br/>
Prerequisites</p>
<p>Although no prior Migrate module knowledge is required, it is expected that attendees have a basic understanding of site building concepts like nodes, content types, and fields. You can have a look at this video <a href=""https://www.youtube.com/watch?v=02fvLzPSIjc"" title=""https://www.youtube.com/watch?v=02fvLzPSIjc"">https://www.youtube.com/watch?v=02fvLzPSIjc</a> for an overview of the Drupal site building concepts.</p>
<p>If you want a headstart, you can learn more about Drupal's Migrate API at <a href=""https://understanddrupal.com/migrations"" title=""https://understanddrupal.com/migrations"">https://understanddrupal.com/migrations</a></p>
<p>About the speaker:<br/>
Mauricio Dinarte is a Drupal and ReactJS developer with a decade of experience. He is passionate about teaching. In 2019, he started <a href=""https://understanddrupal.com/"" title=""https://understanddrupal.com/"">https://understanddrupal.com/</a> where they blog in English, Spanish, and French. Lately, Mauricio has focused on Drupal migrations and has produced content on the topic.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build, and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>
<a name=""signup""></a>
</div>",full_html,,1593124200,1593129600,90,,,,,,,,online,
48,"SFDUG - June 11, 2020 - Drupal 8 and 9 Migrations by Example",1,1588143600,1767511371,"<div class=""node-content"">




<p>Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>General Agenda:<br/>
* 3:30 - 4:00 pm: Networking and socializing<br/>
* 4:00 - 4:15 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 4:15 - 5:15 pm: Presentation: Choose Your Own Drupal Adventure with Mike Herchel, Senior Front-end Developer for Lullabot AKA Alligator Mike<br/>
* 5:15 - 5:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Presentation:<br/>
The audience will vote to hear a presentation on one of several topics such as</p>
<ul>
<li>Update on the new front-end Drupal theme, ""Olivero""</li>
<li>Web Performance in 2020: Modern Techniques for Sub-second Page Loads</li>
<li>Rocking Out with Browser Based Development Tools</li>
<li>CSS Selectors 101 through 1000000000</li>
<li>Xdebug your Twig Templates</li>
<li>Stories of his childhood</li>
</ul>
<p>About the speaker:<br/>
Mike Herchel is a senior front-end developer that’s been developing with Drupal for over 13 years. He’s passionate web performance, usability, and accessibility. You can often find him speaking on these subjects at DrupalCamps, DrupalCons, and various other web development conferences.</p>
<p>Mike is a primary organizer of Florida DrupalCamp, and is the maintainer of the Quicklink module. Currently, Mike is helping to lead a Drupal core initiative to create a new front-end theme for Drupal 9.</p>
<p>Mike is also a cohost of the Lullabot Podcast, which is a periodic podcast on Drupal, design, and web development.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>

</div>",full_html,,1591921800,1591927200,90,,24,,,,,,online,
49,"SFDUG - May 14, 2020 Meetup - How to make your site last 5 years (possibly more)",1,1586502000,1767511371,"<div class=""node-content"">




<p>Join us for the inaugural San Francisco Drupal User Group (SFDUG) Bay Area Happy Hour and Help Desk - virtually! Bring yourself, some food, the beverage of your choice and come socialize!!</p>
<p>General Agenda:<br/>
* 3:30 - 5:30 pm: Networking and socializing</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!<br/>
****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>
</div>",full_html,,1589502600,1589508000,90,,23,,,,,,online,
50,"SFDUG - May 28, 2020 - Choose Your Own Drupal Adventure",1,1586156400,1767769571,"<div class=""node-content"">




<p>Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>General Agenda:<br/>
* 5:30 - 6:00 pm: Networking and socializing<br/>
* 6:00 - 6:15 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 6:15 - 7:15 pm: Presentation: How to make your site last 5 years (possibly more) with Anne Stefanyk of Kanopi Studios<br/>
* 7:15 - 7:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Websites are typically the largest marketing tool an organization has, and yet few organizations have the budget to fully redo a site every few years. It’s critical to create a site that can sustain you for the long-term, and it can be done! We'll share tips on how to improve the longevity of your site, such as:</p>
<ol>
<li>Stay strategic: keep your eye on setting realistic, smart goals.</li>
<li>Stay nimble: launch one thing at a time: test, launch, and iterate!</li>
<li>Create a strong foundation: create a program around website health, including having the right team of humans in addition to the right goals and tasks.</li>
</ol>
<p>In this session, we’ll go in-depth on those items, plus discuss other ways to ensure the longevity of your site so your budget can be put to the best use to maintain a long-lasting site. This session is good for anyone who is in charge of building or maintaining your organization’s website. So basically everyone who internally comes in contact with your site!</p>
<p>About the speaker:<br/>
As Founder and CEO of Kanopi Studios, Anne helps create clarity around project needs, and turns client conversations into actionable outcomes. She enjoys helping clients identify their problems, and then empowering the Kanopi team to execute great solutions.</p>
<p>Anne is an advocate for open source and co-organizes the Bay Area Drupal Camp. When she’s not contributing to the community or running a small, thoughtful web agency, she enjoys yoga, meditation, treehouses, dharma, cycling, paddle boarding, kayaking, and hanging with her nephew.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>
<p><a href=""https://www.meetup.com/SFDUG-San-Francisco-Drupal-Users-group/events/269890765/edit/"" title=""https://www.meetup.com/SFDUG-San-Francisco-Drupal-Users-group/events/269890765/edit/"">https://www.meetup.com/SFDUG-San-Francisco-Drupal-Users-group/events/269...</a></p>

</div>",full_html,,1590705000,1590710400,90,,25,,,,,,online,
